,count,author
protector,1,SarahDavison
endgame,1,SarahDavison
interlocutor,1,SarahDavison
idealists,1,SarahDavison
preacher,1,SarahDavison
industrie-led,1,SarahDavison
100-seat,1,SarahDavison
fast-approaching,1,SarahDavison
spewed,1,SarahDavison
sweat-drenched,1,SarahDavison
crawled,1,SarahDavison
furies,1,SarahDavison
fontenoy,1,SarahDavison
1745,1,SarahDavison
slog,1,SarahDavison
prisoners-of-war,1,SarahDavison
corporal,1,SarahDavison
lieutenant-colonel,1,SarahDavison
alasdair,1,SarahDavison
humid,1,SarahDavison
overgrown,1,SarahDavison
escorting,1,SarahDavison
imaginable,1,SarahDavison
ming-kwai,1,SarahDavison
post-apartheid,1,SarahDavison
flag-changing,1,SarahDavison
extravagantly,1,SarahDavison
jamboree,1,SarahDavison
"28,000-member",1,SarahDavison
auxiliaries,1,SarahDavison
archways,1,SarahDavison
hoaxes,1,SarahDavison
alec,1,SarahDavison
dismissals,1,SarahDavison
proctor,1,SarahDavison
loan-driven,1,SarahDavison
egotists,1,SarahDavison
supermarket-style,1,SarahDavison
high-turnover,1,SarahDavison
exemplified,1,SarahDavison
inconvertible,1,SarahDavison
materialises,1,SarahDavison
"1,397.7",1,SarahDavison
179.19,1,SarahDavison
"1,185.8",1,SarahDavison
152.03,1,SarahDavison
417.8,1,SarahDavison
53.56,1,SarahDavison
-economic,1,SarahDavison
aroured,1,SarahDavison
persistently,1,SarahDavison
seeping,1,SarahDavison
facilitates,1,SarahDavison
incessantly,1,SarahDavison
'there,1,SarahDavison
economicdomestic,1,SarahDavison
marginalised,1,SarahDavison
sidelining,1,SarahDavison
remitted,1,SarahDavison
kong-u.s.,1,SarahDavison
lily,1,SarahDavison
swipes,1,SarahDavison
impresses,1,SarahDavison
hamlett,1,SarahDavison
'our,1,SarahDavison
inside-page,1,SarahDavison
hesitating,1,SarahDavison
hkja,1,SarahDavison
kudos,1,SarahDavison
turtle,1,SarahDavison
doubtless,1,SarahDavison
least-corrupt,1,SarahDavison
yuen-han,1,SarahDavison
woon,1,SarahDavison
high-performing,1,SarahDavison
shoot-outs,1,SarahDavison
coterie,1,SarahDavison
disaffected,1,SarahDavison
concoction,1,SarahDavison
r.k.,1,SarahDavison
abate,1,SarahDavison
food-chain,1,SarahDavison
do-or-die,1,SarahDavison
pandering,1,SarahDavison
pro-intervention,1,SarahDavison
single-engine,1,SarahDavison
700s,1,SarahDavison
fairfield,1,SarahDavison
re-entering,1,SarahDavison
gearboxes,1,SarahDavison
trent-powered,1,SarahDavison
defray,1,SarahDavison
k.y,1,SarahDavison
330-300,1,SarahDavison
management-asia,1,SarahDavison
non-french,1,SarahDavison
phoning,1,SarahDavison
bristling,1,SarahDavison
dodging,1,SarahDavison
flimsy,1,SarahDavison
sampans,1,SarahDavison
multi-role,1,SarahDavison
berthed,1,SarahDavison
braving,1,SarahDavison
steamiest,1,SarahDavison
professionally,1,SarahDavison
bristles,1,SarahDavison
harpoon,1,SarahDavison
anti-surface,1,SarahDavison
illustrious,1,SarahDavison
curry,1,SarahDavison
shinnied,1,SarahDavison
galleys,1,SarahDavison
stairwells,1,SarahDavison
bedraggled,1,SarahDavison
haslam,1,SarahDavison
outbursts,1,SarahDavison
stomaching,1,SarahDavison
remorseful,1,SarahDavison
charmer,1,SarahDavison
battleline,1,SarahDavison
twenty-seven,1,SarahDavison
glove,1,SarahDavison
cronies,1,SarahDavison
centrality,1,SarahDavison
sycophants,1,SarahDavison
plutocrats,1,SarahDavison
poiltical,1,SarahDavison
rev,1,SarahDavison
reappoint,1,SarahDavison
coherently,1,SarahDavison
excerbated,1,SarahDavison
snowed,1,SarahDavison
barely-skilled,1,SarahDavison
highly-paid,1,SarahDavison
unequipped,1,SarahDavison
implosion,1,SarahDavison
hyperactive,1,SarahDavison
"14,545",1,SarahDavison
sub-index,1,SarahDavison
bolted,1,SarahDavison
fund/world,1,SarahDavison
"30,500",1,SarahDavison
2834,1,SarahDavison
//www,1,SarahDavison
hk97.com,1,SarahDavison
see-saw,1,SarahDavison
188.21,1,SarahDavison
"14,112.55",1,SarahDavison
insertion,1,SarahDavison
micropal,1,SarahDavison
jf,1,SarahDavison
antagonism,1,SarahDavison
unelected,1,SarahDavison
soundings,1,SarahDavison
15-nation,1,SarahDavison
invitations,1,SarahDavison
'hong,1,SarahDavison
globally-televised,1,SarahDavison
intolerable,1,SarahDavison
peking,1,SarahDavison
pluralism,1,SarahDavison
margolis,1,SarahDavison
647.87,1,SarahDavison
"15,154.36",1,SarahDavison
rip-roaring,1,SarahDavison
facilitator,1,SarahDavison
interaction,1,SarahDavison
taiwan-hong,1,SarahDavison
ballgame,1,SarahDavison
re-exported,1,SarahDavison
tdc,1,SarahDavison
"11,254",1,SarahDavison
fully-convertible,1,SarahDavison
t.c,1,SarahDavison
judgmental,1,SarahDavison
fully-functioning,1,SarahDavison
separateness,1,SarahDavison
co-existing,1,SarahDavison
hyperinflation,1,SarahDavison
compassionate,1,SarahDavison
low-value,1,SarahDavison
high-labour,1,SarahDavison
ill-suited,1,SarahDavison
marvel,1,SarahDavison
elixir,1,SarahDavison
dissipate,1,SarahDavison
quantifiable,1,SarahDavison
etched,1,SarahDavison
ingenuity,1,SarahDavison
rags-to-riches,1,SarahDavison
tortoises,1,SarahDavison
better-educated,1,SarahDavison
corruption-free,1,SarahDavison
keg,1,SarahDavison
63.8,1,SarahDavison
pork-barrelling,1,SarahDavison
litter,1,SarahDavison
clawless,1,SarahDavison
wannabes,1,SarahDavison
sharpening,1,SarahDavison
under-skilled,1,SarahDavison
unsheath,1,SarahDavison
kiuchi,1,SarahDavison
awkwardness,1,SarahDavison
evenhandedness,1,SarahDavison
agung,1,SarahDavison
prabowo,1,SarahDavison
sekuritas,1,SarahDavison
60.4-percent,1,SarahDavison
69.50,1,SarahDavison
de-list,1,SarahDavison
augmented,1,SarahDavison
under-developed,1,SarahDavison
cudennec,1,SarahDavison
theatrical,1,SarahDavison
venkatagiri,1,SarahDavison
trailblazers,1,SarahDavison
reksa,1,SarahDavison
socio-economic,1,SarahDavison
disparities,1,SarahDavison
disallowed,1,SarahDavison
ezar,1,SarahDavison
bolia,1,SarahDavison
berhad,1,SarahDavison
hussain,1,SarahDavison
observant,1,SarahDavison
"1,000-person",1,SarahDavison
no-no,1,SarahDavison
lower-yielding,1,SarahDavison
profit-cleansing,1,SarahDavison
government-organised,1,SarahDavison
pilgramage,1,SarahDavison
melli,1,SarahDavison
hadiputranto,1,SarahDavison
hadinoto,1,SarahDavison
iwan,1,SarahDavison
pontjowinoto,1,SarahDavison
paid-up,1,SarahDavison
custodians,1,SarahDavison
kwong-ching,1,SarahDavison
non-convertibility,1,SarahDavison
nerissa,1,SarahDavison
guangnan,1,SarahDavison
goldlion,1,SarahDavison
harvard-based,1,SarahDavison
high-precision,1,SarahDavison
finely-honed,1,SarahDavison
highly-complex,1,SarahDavison
klunking,1,SarahDavison
970.30,1,SarahDavison
"1,402.81",1,SarahDavison
chavalit,1,SarahDavison
yongchaiyudh,1,SarahDavison
seti,1,SarahDavison
seasonality,1,SarahDavison
behold,1,SarahDavison
mcmahon,1,SarahDavison
amply,1,SarahDavison
symmetry,1,SarahDavison
unsanctioned,1,SarahDavison
inviolate,1,SarahDavison
eliniate,1,SarahDavison
non-compliance,1,SarahDavison
heathcote,1,SarahDavison
rhongji,1,SarahDavison
appreciates,1,SarahDavison
yuan-denominated,1,SarahDavison
cover-up,1,SarahDavison
contempt,1,SarahDavison
cross-bow,1,SarahDavison
infrastructure-type,1,SarahDavison
sub-continent,1,SarahDavison
reappointed,1,SarahDavison
hkifa,1,SarahDavison
jardines,1,SarahDavison
under-empowered,1,SarahDavison
politics-fraught,1,SarahDavison
high-penetration,1,SarahDavison
primary/secondary,1,SarahDavison
piltel,1,SarahDavison
teledensity,1,SarahDavison
forgiven,1,SarahDavison
government-controlled,1,SarahDavison
risk/reward,1,SarahDavison
project-specific,1,SarahDavison
high-reward,1,SarahDavison
egat,1,SarahDavison
bakun,1,SarahDavison
ytl,1,SarahDavison
datang,1,SarahDavison
already-listed,1,SarahDavison
hilary,1,SarahDavison
judis,1,SarahDavison
evening-out,1,SarahDavison
trickledown,1,SarahDavison
dearer,1,SarahDavison
intuition,1,SarahDavison
stock-picking,1,SarahDavison
28-percent,1,SarahDavison
xiaopeng,1,SarahDavison
ex-meralco,1,SarahDavison
tenaga,1,SarahDavison
nasional,1,SarahDavison
bihad,1,SarahDavison
whetted,1,SarahDavison
innate,1,SarahDavison
western-educated,1,SarahDavison
naturals,1,SarahDavison
reassumes,1,SarahDavison
12.82,1,SarahDavison
ninety,1,SarahDavison
disconcerted,1,SarahDavison
roused,1,SarahDavison
kong-dollar,1,SarahDavison
dollar-u.s.,1,SarahDavison
flocking,1,SarahDavison
deportation,1,SarahDavison
duped,1,SarahDavison
pimping,1,SarahDavison
filpina,1,SarahDavison
"1,026",1,SarahDavison
thais,1,SarahDavison
cheekbones,1,SarahDavison
speedboats,1,SarahDavison
butler-henderson,1,SarahDavison
inflation-fighting,1,SarahDavison
hard-earned,1,SarahDavison
depreciated,1,SarahDavison
freebie,1,SarahDavison
back-fired,1,SarahDavison
6-1/2-year,1,SarahDavison
classifed,1,SarahDavison
63.3,1,SarahDavison
unaffiliated,1,SarahDavison
policy-maker,1,SarahDavison
gyrations,1,SarahDavison
tina,1,SarahDavison
13.5-times,1,SarahDavison
undertone,1,SarahDavison
"12,933.98",1,SarahDavison
"7,687.18",1,SarahDavison
overbought,1,SarahDavison
drumbeat,1,SarahDavison
lobbing,1,SarahDavison
christie,1,SarahDavison
foresight,1,SarahDavison
sze,1,SarahDavison
amahs,1,SarahDavison
child-care,1,SarahDavison
sprogs,1,SarahDavison
remittances,1,SarahDavison
dark-haired,1,SarahDavison
sparrows,1,SarahDavison
overpasses,1,SarahDavison
humming,1,SarahDavison
chattering,1,SarahDavison
ledge,1,SarahDavison
loneliness,1,SarahDavison
bedrolls,1,SarahDavison
husbands,1,SarahDavison
chinese-speaking,1,SarahDavison
84-year-old,1,SarahDavison
woken,1,SarahDavison
305.01,1,SarahDavison
"13,411.33",1,SarahDavison
"13,485",1,SarahDavison
range-trade,1,SarahDavison
"13,800",1,SarahDavison
top-slicing,1,SarahDavison
allocators,1,SarahDavison
quaking,1,SarahDavison
331.59,1,SarahDavison
"13,444.85",1,SarahDavison
305.01-point,1,SarahDavison
kelvin,1,SarahDavison
retracing,1,SarahDavison
"17,303",1,SarahDavison
"22,666",1,SarahDavison
akihiro,1,SarahDavison
naemura,1,SarahDavison
17.17,1,SarahDavison
"19,034.54",1,SarahDavison
312.54,1,SarahDavison
747.70,1,SarahDavison
6.58,1,SarahDavison
0.66,1,SarahDavison
"7,739.94",1,SarahDavison
"7,598.93",1,SarahDavison
lower-valued,1,SarahDavison
dixon,1,SarahDavison
big-cap,1,SarahDavison
15.95,1,SarahDavison
"1,262.86",1,SarahDavison
chang-joong,1,SarahDavison
41.08,1,SarahDavison
681.24,1,SarahDavison
722.32,1,SarahDavison
bb-plus,1,SarahDavison
perk,1,SarahDavison
"3,301.98",1,SarahDavison
20.32,1,SarahDavison
"3,322.30",1,SarahDavison
week-on-week,1,SarahDavison
695-700,1,SarahDavison
secondaries,1,SarahDavison
696.50,1,SarahDavison
704.48,1,SarahDavison
"2,150",1,SarahDavison
punting,1,SarahDavison
"2,241.28",1,SarahDavison
"2,252.46",1,SarahDavison
"2,475.3",1,SarahDavison
burrell,1,SarahDavison
"2,301.53",1,SarahDavison
24.32,1,SarahDavison
"2,323.18",1,SarahDavison
54.91,1,SarahDavison
"3,439.49",1,SarahDavison
figurehead,1,SarahDavison
lexicon,1,SarahDavison
nuts-and-bolts,1,SarahDavison
imponderable,1,SarahDavison
reorient,1,SarahDavison
tzar,1,SarahDavison
plundering,1,SarahDavison
posible,1,SarahDavison
watertight,1,SarahDavison
forcefully,1,SarahDavison
long-practiced,1,SarahDavison
0.645,1,SarahDavison
london-traded,1,SarahDavison
17.35,1,SarahDavison
extinguishers,1,SarahDavison
sprinklers,1,SarahDavison
non-interventionist,1,SarahDavison
resurface,1,SarahDavison
favouritism,1,SarahDavison
highly-leveraged,1,SarahDavison
welso,1,SarahDavison
cherry-picking,1,SarahDavison
bank/imf,1,SarahDavison
yourselves,1,SarahDavison
encased,1,SarahDavison
sideswipe,1,SarahDavison
irrevocably,1,SarahDavison
higways,1,SarahDavison
guangzhou-shenzhen,1,SarahDavison
chen-ya,1,SarahDavison
20.1-percent,1,SarahDavison
sturdy,1,SarahDavison
7.69,1,SarahDavison
pleases,1,SarahDavison
roses,7,ScottHillis
jiashi,7,ScottHillis
liotta,7,ScottHillis
cortege,6,ScottHillis
off-duty,6,ScottHillis
klingner,5,ScottHillis
jiangyi,5,ScottHillis
freestyle,5,ScottHillis
b-24,5,ScottHillis
herbs,5,ScottHillis
slope,5,ScottHillis
moon-ik,4,ScottHillis
lovers,4,ScottHillis
tremor,4,ScottHillis
backstroke,4,ScottHillis
repugnant,3,ScottHillis
misconstrued,3,ScottHillis
liuzhou,3,ScottHillis
rioting,3,ScottHillis
seismological,3,ScottHillis
detonators,3,ScottHillis
trek,3,ScottHillis
stds,3,ScottHillis
atheism,3,ScottHillis
xujiachong,3,ScottHillis
yichang,3,ScottHillis
breaststroke,3,ScottHillis
guilin,3,ScottHillis
dogtags,3,ScottHillis
mia/pow,3,ScottHillis
action/prisoner,3,ScottHillis
10-man,3,ScottHillis
six-man,3,ScottHillis
crewmen,3,ScottHillis
retracted,2,ScottHillis
abolishes,2,ScottHillis
quashing,2,ScottHillis
horoscope,2,ScottHillis
handbook,2,ScottHillis
theodora,2,ScottHillis
ramadan,2,ScottHillis
'asylum,2,ScottHillis
dok-hong,2,ScottHillis
passionate,2,ScottHillis
affection,2,ScottHillis
petals,2,ScottHillis
wintry,2,ScottHillis
localities,2,ScottHillis
kyu-hyung,2,ScottHillis
jong-u,2,ScottHillis
bustled,2,ScottHillis
grandchildren,2,ScottHillis
peppery,2,ScottHillis
croissants,2,ScottHillis
swam,2,ScottHillis
hamlet,2,ScottHillis
guang'an,2,ScottHillis
exploits,2,ScottHillis
yan,2,ScottHillis
crimson,2,ScottHillis
hammer-and-sickle,2,ScottHillis
bier,2,ScottHillis
stately,2,ScottHillis
sobbing,2,ScottHillis
scatter,2,ScottHillis
bedecked,2,ScottHillis
lain,2,ScottHillis
cavalcade,2,ScottHillis
near-hysteria,2,ScottHillis
unanimity,2,ScottHillis
aftershock,2,ScottHillis
ambiguity,2,ScottHillis
vacillation,2,ScottHillis
huaqing,2,ScottHillis
lanzhou,2,ScottHillis
amat,2,ScottHillis
venereal,2,ScottHillis
drug-consuming,2,ScottHillis
garrisoned,2,ScottHillis
on-duty,2,ScottHillis
quanyou,2,ScottHillis
trepidation,2,ScottHillis
covertly,2,ScottHillis
alleviated,2,ScottHillis
confers,2,ScottHillis
claussen,2,ScottHillis
nba,2,ScottHillis
einhorn,2,ScottHillis
nuclear-related,2,ScottHillis
air-launched,2,ScottHillis
'splitting,2,ScottHillis
passionately,2,ScottHillis
jiazhu,2,ScottHillis
kaidong,2,ScottHillis
butterfly,2,ScottHillis
brinn,2,ScottHillis
maoer,2,ScottHillis
xingan,2,ScottHillis
charred,2,ScottHillis
colonel,2,ScottHillis
interviewers,2,ScottHillis
nankou,2,ScottHillis
census,2,ScottHillis
tormented,1,ScottHillis
hydropower,1,ScottHillis
wenjie,1,ScottHillis
10.32,1,ScottHillis
"33,200",1,ScottHillis
sulphate,1,ScottHillis
lithopone,1,ScottHillis
79.41,1,ScottHillis
"94,900",1,ScottHillis
sourced,1,ScottHillis
elects,1,ScottHillis
slamming,1,ScottHillis
conversed,1,ScottHillis
well-advised,1,ScottHillis
irresponsibly,1,ScottHillis
braggarts,1,ScottHillis
horoscopes,1,ScottHillis
beasts,1,ScottHillis
invoked,1,ScottHillis
oxen,1,ScottHillis
yoked,1,ScottHillis
stoical,1,ScottHillis
12-animal,1,ScottHillis
red-letter,1,ScottHillis
huaxianzi,1,ScottHillis
amorous,1,ScottHillis
pedlars,1,ScottHillis
bloom,1,ScottHillis
temperate,1,ScottHillis
mark-ups,1,ScottHillis
fashionably,1,ScottHillis
trend-conscious,1,ScottHillis
cultured,1,ScottHillis
well-off,1,ScottHillis
sweethearts,1,ScottHillis
two-storey,1,ScottHillis
secretarial,1,ScottHillis
'embassy,1,ScottHillis
asylum-seeker,1,ScottHillis
turncoat,1,ScottHillis
chongli,1,ScottHillis
han-yong,1,ScottHillis
hye-rim,1,ScottHillis
falsify,1,ScottHillis
selfishness,1,ScottHillis
cliquism,1,ScottHillis
everything-for-profit,1,ScottHillis
47-year,1,ScottHillis
pigeon-holing,1,ScottHillis
patriach,1,ScottHillis
willingly,1,ScottHillis
powerless,1,ScottHillis
unshakable,1,ScottHillis
impairs,1,ScottHillis
dark-horse,1,ScottHillis
'neither,1,ScottHillis
brahm,1,ScottHillis
naga,1,ScottHillis
thickset,1,ScottHillis
radiates,1,ScottHillis
listens,1,ScottHillis
1926,1,ScottHillis
jiaotong,1,ScottHillis
mechanic,1,ScottHillis
175-strong,1,ScottHillis
poetry,1,ScottHillis
elvis,1,ScottHillis
presley,1,ScottHillis
yomiuri,1,ScottHillis
betraying,1,ScottHillis
unforgiveable,1,ScottHillis
sunlit,1,ScottHillis
hongxin,1,ScottHillis
21-year-old,1,ScottHillis
weicai,1,ScottHillis
stove,1,ScottHillis
sadder,1,ScottHillis
emblazoned,1,ScottHillis
bayonets,1,ScottHillis
festively,1,ScottHillis
hummed,1,ScottHillis
avid,1,ScottHillis
relished,1,ScottHillis
croissant,1,ScottHillis
balk,1,ScottHillis
stained,1,ScottHillis
spittoon,1,ScottHillis
possessed,1,ScottHillis
cuisine,1,ScottHillis
humorless,1,ScottHillis
compunction,1,ScottHillis
ingratiate,1,ScottHillis
convivial,1,ScottHillis
schell,1,ScottHillis
kissinger,1,ScottHillis
flaunted,1,ScottHillis
evading,1,ScottHillis
coerced,1,ScottHillis
dozed,1,ScottHillis
mid-performance,1,ScottHillis
banished,1,ScottHillis
busied,1,ScottHillis
cabbages,1,ScottHillis
garlic,1,ScottHillis
honing,1,ScottHillis
crawl,1,ScottHillis
alhough,1,ScottHillis
penchant,1,ScottHillis
enlai,1,ScottHillis
panda-brand,1,ScottHillis
half-filter,1,ScottHillis
half-tobacco,1,ScottHillis
swig,1,ScottHillis
rigeur,1,ScottHillis
toasting,1,ScottHillis
beidhaihe,1,ScottHillis
austere,1,ScottHillis
endeared,1,ScottHillis
10-gallon,1,ScottHillis
rodeo,1,ScottHillis
adversity,1,ScottHillis
knelt,1,ScottHillis
'without,1,ScottHillis
armbands,1,ScottHillis
handmade,1,ScottHillis
uprightness,1,ScottHillis
capitalistic,1,ScottHillis
churned,1,ScottHillis
collectivist,1,ScottHillis
30-year-old,1,ScottHillis
daixingganling,1,ScottHillis
mettle,1,ScottHillis
'off,1,ScottHillis
instincts,1,ScottHillis
revolutions,1,ScottHillis
mini-skirts,1,ScottHillis
high-heeled,1,ScottHillis
unexceptional,1,ScottHillis
perms,1,ScottHillis
anodyne,1,ScottHillis
spiced,1,ScottHillis
baywatch,1,ScottHillis
scantily,1,ScottHillis
chore,1,ScottHillis
sacrosanct,1,ScottHillis
manifested,1,ScottHillis
typecast,1,ScottHillis
earthly,1,ScottHillis
action-packed,1,ScottHillis
classmates,1,ScottHillis
170-cm,1,ScottHillis
tomatoes,1,ScottHillis
cucumbers,1,ScottHillis
pored,1,ScottHillis
persona,1,ScottHillis
mythological,1,ScottHillis
cherish,1,ScottHillis
marquees,1,ScottHillis
expressly,1,ScottHillis
newscast,1,ScottHillis
farewells,1,ScottHillis
glass-topped,1,ScottHillis
anteroom,1,ScottHillis
sonorous,1,ScottHillis
grey-haired,1,ScottHillis
zhuo,1,ScottHillis
wailing,1,ScottHillis
forehead,1,ScottHillis
courtege,1,ScottHillis
marshalled,1,ScottHillis
tenderly,1,ScottHillis
affixing,1,ScottHillis
treads,1,ScottHillis
2.5-km,1,ScottHillis
1.5-mile,1,ScottHillis
grumbled,1,ScottHillis
bused,1,ScottHillis
wenhui,1,ScottHillis
strongmen,1,ScottHillis
hearse,1,ScottHillis
casket,1,ScottHillis
grieve,1,ScottHillis
convulsed,1,ScottHillis
grief-stricken,1,ScottHillis
contemptuous,1,ScottHillis
funerary,1,ScottHillis
eternal,1,ScottHillis
tuanjie,1,ScottHillis
0604,1,ScottHillis
earthen,1,ScottHillis
earthquakes,1,ScottHillis
shoddy,1,ScottHillis
quakes,1,ScottHillis
maoist-era,1,ScottHillis
evocative,1,ScottHillis
outward-looking,1,ScottHillis
"2,800-odd",1,ScottHillis
senkaku,1,ScottHillis
incrrease,1,ScottHillis
anti-riot,1,ScottHillis
entangled,1,ScottHillis
disaffection,1,ScottHillis
barefoot,1,ScottHillis
demilitarised,1,ScottHillis
wan'nian,1,ScottHillis
kakharman,1,ScottHillis
khozhamberdi,1,ScottHillis
'boom,1,ScottHillis
ambulances,1,ScottHillis
puffed-up,1,ScottHillis
ismail,1,ScottHillis
theoritician,1,ScottHillis
yong-nam,1,ScottHillis
pyongyong,1,ScottHillis
1950-1953,1,ScottHillis
"9,650-km",1,ScottHillis
1934-1936,1,ScottHillis
testimonial,1,ScottHillis
enrolling,1,ScottHillis
tuition,1,ScottHillis
gonorrhea,1,ScottHillis
syphilis,1,ScottHillis
"362,000",1,ScottHillis
std,1,ScottHillis
shunzhang,1,ScottHillis
addiction,1,ScottHillis
frankness,1,ScottHillis
guidepost,1,ScottHillis
abhors,1,ScottHillis
inner-directed,1,ScottHillis
devoutly,1,ScottHillis
atheistic,1,ScottHillis
neccesary,1,ScottHillis
fettered,1,ScottHillis
bewitchment,1,ScottHillis
canons,1,ScottHillis
pests,1,ScottHillis
tenets,1,ScottHillis
connivance,1,ScottHillis
globetrotting,1,ScottHillis
rectify,1,ScottHillis
misjudged,1,ScottHillis
objectivity,1,ScottHillis
impartiality,1,ScottHillis
reportage,1,ScottHillis
famines,1,ScottHillis
seamy,1,ScottHillis
sternly,1,ScottHillis
guangen,1,ScottHillis
tyrone,1,ScottHillis
doleman,1,ScottHillis
translators,1,ScottHillis
brusque,1,ScottHillis
lingo-filled,1,ScottHillis
weakley,1,ScottHillis
olypmics,1,ScottHillis
18-week,1,ScottHillis
nanyang,1,ScottHillis
nthe,1,ScottHillis
4th,1,ScottHillis
deputy-general,1,ScottHillis
strong-arm,1,ScottHillis
yearned,1,ScottHillis
disfiguring,1,ScottHillis
deeply-buddhist,1,ScottHillis
disfigured,1,ScottHillis
relatiation,1,ScottHillis
inky,1,ScottHillis
stereotypes,1,ScottHillis
xuan,1,ScottHillis
fonts,1,ScottHillis
55.8,1,ScottHillis
likeness,1,ScottHillis
trade-investment,1,ScottHillis
devastate,1,ScottHillis
imperatives,1,ScottHillis
'down,1,ScottHillis
i.e,1,ScottHillis
fork,1,ScottHillis
'apec,1,ScottHillis
hush-hush,1,ScottHillis
chao-ling,1,ScottHillis
sinica,1,ScottHillis
"373,000",1,ScottHillis
15.75,1,ScottHillis
"4,300-km",1,ScottHillis
"2,580-mile",1,ScottHillis
neighbourly,1,ScottHillis
unflaggingly,1,ScottHillis
ideologicial,1,ScottHillis
kuiyuan,1,ScottHillis
geng,1,ScottHillis
medium-scale,1,ScottHillis
once-sensitive,1,ScottHillis
pit-head,1,ScottHillis
coal-bed,1,ScottHillis
methane,1,ScottHillis
whitewashed,1,ScottHillis
cabbage,1,ScottHillis
freshwater,1,ScottHillis
ruddy-cheeked,1,ScottHillis
ill-lit,1,ScottHillis
doorways,1,ScottHillis
verdant,1,ScottHillis
tart,1,ScottHillis
"2,480",1,ScottHillis
hamlets,1,ScottHillis
silt-laden,1,ScottHillis
waterway,1,ScottHillis
"12,300",1,ScottHillis
flanks,1,ScottHillis
snaking,1,ScottHillis
homelands,1,ScottHillis
gargantuan,1,ScottHillis
carrots,1,ScottHillis
anti-relocation,1,ScottHillis
self-sacrifice,1,ScottHillis
watery,1,ScottHillis
teased,1,ScottHillis
engineer-turned-premier,1,ScottHillis
guolin,1,ScottHillis
gezhouba,1,ScottHillis
whir,1,ScottHillis
megawatt-hours,1,ScottHillis
steely,1,ScottHillis
eximbank,1,ScottHillis
600-square,1,ScottHillis
230-square,1,ScottHillis
ecology,1,ScottHillis
weiyi,1,ScottHillis
102.6,1,ScottHillis
komatsu,1,ScottHillis
700-megawatt,1,ScottHillis
riparian,1,ScottHillis
953,1,ScottHillis
shiplocks,1,ScottHillis
"354,000",1,ScottHillis
rebar,1,ScottHillis
"281,000",1,ScottHillis
herculean,1,ScottHillis
dumptrucks,1,ScottHillis
rumble,1,ScottHillis
bewteen,1,ScottHillis
retake,1,ScottHillis
anti-missile,1,ScottHillis
avengers,1,ScottHillis
haihang,1,ScottHillis
11.28,1,ScottHillis
75.8,1,ScottHillis
disaster-stricken,1,ScottHillis
guoyong,1,ScottHillis
17.76,1,ScottHillis
lionised,1,ScottHillis
strove,1,ScottHillis
ultra-leftism,1,ScottHillis
1932,1,ScottHillis
hinterland,1,ScottHillis
